Satsangyaanin khey grp maan kadhi chugli thaa kroon Ç,Negative
Shaam ko Bilal sahab ko cycle pe jhola leni ki sooji.,Neutral
"She do not wear properly hijab ,she just wear a pagry",Neutral
Sheikh WaqqasOpr likha howa prha nhi kia .jahel khoty,Negative
Sirf ak din k liye hai k kabi b ye amal kr sakty hain,Neutral
Sore waqia or darud shreef parne sae Barkat hi Barkat,Positive
Sukkar Bandar Road Pr PPP or MQM Me Tasadum 4 Zakhmi ,Negative
Swaiay tayyab urdgan k tmam muslim leader kia likhoon,Negative
Taham Baba e Urdu ki marqa nigari is saqam se pak hai,Positive
Tamam Masail Ko Tarjehe Bunyadon Par Haal Kia Jayega ,Positive
Tere paida hony ki waja b shehbaz shareef hai chutiye,Positive
tjhe ase mar na chahti hun  tjhe nae tu achi bachi hy,Negative
Tmhara dress jo main pehan k gai thi limelight wala..,Neutral
Tu phir jiska gif hai ussko passand karlo merey liye ,Neutral
tujhe mein jaan se mar dungi agr kch esa kya tou kbhi,Negative
tum pTI walay ye he kahtye bcz PTI jo nahe jeet te na,Negative
Ubqari k adwiyaat khany se mil jaye ga anmool khazana,Positive
Un ka phela boy friend 14 baras ki umar mein bana tha,Neutral
Why so jazbati panjabiyon?  ye tw hamara falsafa tha ,Negative
Wo to theek ha likin ye teacher khush koin ho raha ha,Negative
WOi baat nawTum krO tOu tumhara hAQHum kren tOu WTF  ,Neutral
wrong information deny waly bhaio ko Allah hadiat dy.,Neutral
"xo it'x dipela kakar  , xlow clapx for exprexx newx !",Neutral
Ya Majidu ko Rozana 300 Bar Parhny ka Mamol Bana Len ,Positive
Yaar mjhy us ny block kiya hua warna mai tag kr daita,Negative
Yar mera spelling hamesaha sa aysa hi hain mafi da do,Neutral
YarProvider ki class milay g  jitnay marzi yar nikalo,Neutral
Ye Kesi Azadi Hy Ki Doar Aaj B Ksi Or K Hath Main Hy ,Negative
ye kiya baat hoe itna intazaar krwaya hai aur ab nahi,Negative
"ye post par kar direct Thera chehra, zehin may agay..",Neutral
ye woh zamana tha jab her almi izaz Pakistan mein tha,Neutral
Ye wohi bat hogai k shareef wo jise mauqa nahi mila  ,Negative
yra ho Manam di ha Murad saib Da ANP darta deer swazi,Neutral
Yup.. Main in chraghon ko jalata rahon GA Excellent g,Positive
 1920 mein jab Pir Ali Rashdi ki umer sirf 15 saal thi,Neutral
 1938 mein Mahnama  Al Rashid ù ke editor muqarrar hue,Neutral
 1st January 1961 ta April 1966 Wapda ke Chairman rahe,Neutral
 27 October 1990 ko Subai assembliyon ke intakhabt hoy,Neutral
 Acting ka aaghaz Farooq Sheikh ne theater se kiya tha,Neutral
 April 1966 mein Wifaqi Wazir e Maliyat ke Sectaryrahe,Neutral
 Asif Iqbal ka sath Miandad ki inning qabil e deed thi,Positive
 Bataur director Sathewan ki bhi yeh awwaleen film thi,Positive
 Box Office par yeh film kamiyab qarar di ja chuki hai,Positive
 Chaudhry Aslam ka taluq KPK ki tehsil Manserah se tha,Neutral
 dunya jahn ki shrafat yahn a kr khtm htii yad aya kch,Negative
 Farooq Sheikh ki wajah shohrat agarcha art films hain,Positive
 Jab inho ne Indian balling ka bharkas nikaal diya tha,Positive
 jo corrupt hain saara saal jinke khilaf bolta raha ! ,Negative
 Lara apne 11 behan bhaiyyon mein 10th number par hain,Neutral
 Primary ka imtehan ap ne Naaka Kalanù se hi pass kiya,Neutral
 Qiyam Pakistan ke sath hi Pakhtunistan ke daye ho gae,Negative
 Rashid Minhas ka bachpan ziyada tar Lahore mein guzra,Neutral
 Un ke kuch kherati kaam to duniya bhar ne dekhen hain,Neutral
15 saal ki umer mein school ki team ke captain ban gae,Positive
1959 mein Some Like It Hot par golden globe award mila,Neutral
1973 mein un par falij ka hamla (falij ka attack) howa,Negative
a rha mjy b bhook lg rhi 5 mint m a gya bs fresh ho kr,Negative
¬†Tamaam arakeen mma Jo dobara mutahid ho rahey Hain¬†,Positive
Aap 2006 tak National Book Foundation ke sarbarah rahe,Positive
Aap ki aalmi khidmat ka har satah par eteraf kiya gaya,Positive
acha hua me aj nahi ai warna aisa manhoos din guzarta.,Negative
Achi quality ka product hai skin pe bhi suit karta hai,Positive
Achy h but jaisy itne bary size k dikhye h waisy nhi h,Negative
Agar 2 din pehly bataty to qayamat aa jatiGatya logooo,Positive
AGR ap bhi syasat karny lagy ho to log mayous hojaengy,Negative
agr DJ breaking news de ga toh zror bht zbrdst hi hogi,Positive
Aik chicken karai mutton karai ice cream .. dhood soda,Neutral
aimen baji da karuunaa deer kayee har cha ta e khyal e,Neutral
Aisi Post pe to sirf zehar pilane ka dil kar raha hai ,Negative
Albta PTI Km Tajrubakar Team Ko Ek Partner Mel Hi Gya ,Positive
Alhamdulilah se yaad hain copy paste nahi karne partey,Negative
ALLAH Maaf Kary. Shukar e Rabba I Don't have Janu Manu,Positive
Allah pak tasbeeh khane ko qyamat tak abad rakhe.AMEEN,Positive
ALLAH THAALLAH HAM SAB P RAHEM FARMAY AMEEN SUMA AMEEN,Positive
Ameen allah siyat da allah ham.subki mushkil asan kary,Positive
App b achi app ka dil b acha aur alaya ki kai baat hai,Positive
Assingment ho gai mukmal k abi b enjoy hi ho raha hai ,Neutral
Aunty pagal hogai hain abhi lahore ka haal pata hai???,Negative
AYESHA Khan tb osy pyar ni tha ab ho gya tu kya kry wo,Positive
bakwaas post Allah se tauba karo aisi soch rakhne wale,Neutral
Bhai Hamza aap Kahan hene or Kia krahe hen Zara sochen,Neutral
Bus phir hamaray banday to alag ghar hi le k rahen ge ,Neutral
Chal chor Mai paper de ke ajao phir mention kartey hai,Neutral
Chal prgrm bna kisi din ka m ny adan ki shopng krni hy,Neutral
Chand Raat m Mehndi Lgany Wali Larkiyon ki Zarurt Hae ,Neutral
Chl koi nhi ab jo hua wo to hua hi. Kya kr skte h hum ,Negative
Chunache is jurm ki padash mein mahenon jail mein rahe,Negative
Dearest Sister aap kab say aa rahien hein please reply,Positive
Dosto Achi si car service ko like karay of money kamay,Positive
Dua kar day Allah mujay zati rahish atta farmay. Ameen,Positive
Dua karna Allah ham sab ko hadayat ata farmaye. AAMEEN,Positive
Dua ki gia ga Allan mari parashani khatem ho jia ameen,Positive
Duao ka Adda agya aknh kholin bhar lain bag zindagy ke,Neutral
Ek Shakhs Ban Kr Na Geo Bal K Ek Shakhsiat Ban Kr Geo ,Positive
Ek Wohi Tu Nazar Aata hy Jab Kuch Bhi Nazar Nahi Aata ,Positive
"Ese shots ajkl milne mere muhallay me, try kr video me",Neutral
Finally arsal ko b pata lag e gya jiya ki feelings ka ,Positive
G g woe haii black me ho to le loon 1300 me bot sastii,Neutral
Gairo ? Ye Kya hota hae g? Es ka doasra naam bataden ?,Neutral
Ghar ghar batao K London flate kaisay lyay jatay hain.,Neutral
good job hum ap k sath hen apca health unit dera bugti,Neutral
Gullo main rang bharain  special request from superman,Neutral
HAahahhan zrooryar mjhe acha lgta jb yeh ese post krte,Positive
Haan na ho gya ha opposite fsc mai itna parhti thi ma ,Negative
Haha airlink log pgl nhn ke is price me purchase karen,Negative
Hahaha  haha tum toh khud hi phsti hooo pictures dal k,Negative
Hahaha bs ye dipti nibhatai rehna puri emaan dari se Ç,Neutral
hahaha hm to dubyn gy sanam  tujhy b sath ly dubyn gy ,Neutral
Hahahaha han ye lagati wo mughal wala bad ma lagaou gi,Neutral
HahahahaAby sare k sare mental patients lag rhy hen !!,Negative
hahahahahaha hd ho gyi isko khte hn muhabbat ki riyazi,Positive
Hahahahahahahahaha chalo chalo naiki aur pooch pooch Ç,Positive
HahahahahahahahahahahaAy taa teda azlan da sapna ayyy ,Positive
Hahahhahahahahh meghan Wi-Fi ka password mang rahi hai,Neutral
Hai naaa.. Or naey driver ko car crash ka pata nai tha,Negative
Hak tou Sab ka banta hay kyou Kay humsab Pakistani hay,Positive
Han ap ka chal skta hai. We have seen you perform Live,Neutral
Han dozak Mai kamrah hai jannat no 61 woo Tera hi hoga,Negative
Haris saleem page kaa about check kr lo sub mil jy gay,Neutral
Hawksbay Per 2 Afrad Ayaz amp Usman Doob Kar Janbahaq ,Negative
I told u already soon you are hard work will pay off..,Neutral
Inhein kaamon par unhein kai azazat se bhi nawaza gaya,Neutral
Irani Wazir e Kharja Ka Pakistan Me Bharat Ko Paigham ,Neutral
is bar dehshat gardi ka nahi awara gardi ka khatra hy ,Negative
Is par kuch teachers ko tag karny ka dill kar raha hy ,Neutral
"Ismail Pirzada saab, aap bohat acha kaam kar rahe hai.",Positive
iss page ki posts dekh k tuu q yaad aa jati hae mujhy ,Negative
Itna payara ata ha toTera winking he bara awla hota ha,Negative
jab dheet pan ki intaha hoti tab yhi baki reh jata hai,Negative
Jahan steven ne apni high school ki taleem mukammal ki,Neutral
jahan tak pohanchne ka koi tasawwur bhi nahi kar sakta,Negative
Janb amer Sulman asif or sharjeel khan be bhot roya ta,Neutral
jb b dekhte hoon tum yd ate hoo.bchaa resembles like u,Positive
"jese k watch,glasses etcc..! baqe to samjhdar bacha ha",Neutral
Jo roz suntein hai un ko bhi duaon Main yad rakhien ga,Positive
Karachi mein 1 saal mein chote barhe 45 bombblast hue.,Neutral
Khotay kha kha k damagh b khota ho gya he in logon ka.,Negative
Khwaaroon k badsha ne aaj break main ghar ka rukh kya.,Neutral
koi btaye ga k ye kon sa song hai jo is video k end pa,Neutral
lahore qalander full team is busy in drying the ground,Neutral
Lanat in khabeesun pr in sab pr Allah azo jal ki lanat,Negative
Leken is eid pr me teno din apni frndzx k ghr gai thi ,Positive
Lekin is ke liye fankaron ko sakht iqdaam uthana honge,Negative
lekin is ki wahaj talent ya practice ki kami nahi hai ,Positive
Masha AllahAllah salamat rakhy apne hifazAt me rakhain,Positive
Mashallah Allah lambi or khushian bari zindagi ata kry,Positive
Match enjoy karo dear apni league hai next year sahi .,Neutral
muje ni pta use kese htau itna zuiada delet ni kr skta,Neutral
NAMAZ E FAJAR Hamari khobsoorti Mein Ezafa Karti Hain ,Positive
New Delhi Bharat Main Chand Nazar Aagaya Kal Eid Hogi ,Positive
Ni bhut bhari or kfi bary 6 fi8 se zda ho halka q lna ,Neutral
No need to take any action against the chains engineer,Neutral
Nope lowest rate hai education ka kpk mai search karlo,Negative
O wowwwwwwwwwwwwwwwwww itni din ki bad pic de h huma g,Neutral
Ozma Ishfaq ubqari dawa khana mazang chungi lahore se.,Neutral
Pagal jai na hoye .. reporter ka hath e le k beth gai ,Negative
Parhe likhe loug parha likha leader bhi maangte hain. ,Positive
parties ki taraf se nomination per direct election. ..,Neutral
peechay awaam ki badchodiyan check kero. Funny debate.,Negative
Phir tu MNA ho k ap degree complete krny jaty abroad! ,Positive
PM Ka Youth Business Loan Par Markup 6 Karne Ka Elaan ,Positive
Ppp ne khud ko ameer banane ke elawa kya kaam karliyaa,Negative
Pti M Ja Kar MNA Naak Ho Gaya Ab Jannat Mile Gi Hahhah,Positive
Purani Subzi Mandi K Qareeb Firing Se 1 Shakhs Zakhmi ,Negative
Risala Tehzib ul Ikhlaq mein un se kaam lena shuru kia,Neutral
Roza hy Allah sy daro mere Behan ramzan ka mahena hy .,Neutral
RuBy Malik Yeh jooth Bohl raha Allah par bhorsa raktho,Negative
Sadqe Allah is bache ki mushkalat asan farmaye (Ameen),Positive
Saeed Anwar 6 September 1968 ko Karachi mein paida hue,Neutral
Sarwat o Namori ki Dewi ko nai ahkamat mil chukey they,Neutral
Shahrukh khan ki kamiyab tareen films ke naam yeh hain,Positive
"Shaukat Aziz1949 mein paida hoye, 1972 mein shadi hoyi",Neutral
shukar hai ab iski jaga koe dhang ka drama start hoga ,Negative
shukr hy ye namoona peuda kya. Thanks to uncle aunty Ç,Positive
Sir - beta nzr kamzor si ho gyi hai apki esa lgta hai ,Negative
sir ji ap se koi muqabla nahi kar sakta.. ap best hain,Positive
Sjdo me bhi wo hi pda he jis k dil me khuda ka Dr he .,Positive
Sone se zda tym ap kahi nh dete ab zada ni bs me jnty ,Negative
Talebat ki sargarmiyon mein aap pesh pesh rehti thein.,Positive
"Theak hai Dar sahab, app kehta hain tu man laita hain ",Negative
"thek, ALLAH pak ka koi b hukam maslehat k baghair nai.",Positive
Tm bhi meri taraf s apnay parents ko shukriyaa bolnaaÇ,Neutral
Tu jb pyda hoi tu Dr NY kha tha pta Ni KIA pyda ho gya,Negative
Tujh se eidi mAng ra tha laaa joo harap ki woo de doo ,Negative
Tumari shadi 2 saal baad hogi wo b achanak kisi czn se,Positive
Umarkot Me Dhandli K Khilaf PTI Ka Kal Hartal Ka Elaan,Negative
Us wat wo duniya ke dosre daulatmand tareen actor hain,Neutral
Waisay  hum sey yeh clip 4 months baad share karay ga ,Neutral
We are sorry but not so far hope we will win next year,Neutral
WhatsApp ty dkh hahahahahahahahaIs da jwab tnu ml wesi,Neutral
White Shirt Red Trouser Or Blue Chappal Pehni Hui Hai ,Neutral
Woh apne daur ke azeem tareen khelari samjhe jate thay,Positive
Woh tujhe Tab B thanks Bolengii k tuh pakrahii hai abb,Negative
YA BAASITU Awwal o Aakhar 11 Bar Darood Sharif Parhein,Neutral
"Yar Ye tw sach he, especially DB r ccn me esa hua tha ",Neutral
Ye so called human n womem rights activists kahan hyn?,Negative
Ye subai hukumat nay banaya hai Nawaz Sharif nay nahi ,Positive
yh ha bazooka..thaaaaaaaa.nice flavor  Read more  Hide,Positive
 1948 ì 49 mein Afghanistan mein Pakistan ke safer rahe,Neutral
 4 bhai aur 6 behno wale gharane mein sab se chote hain,Neutral
 Bemuhar aamiriyat ko lagam dene ki ehmiyat barhne lagi,Positive
 Farooq ki acting mien aik tarah ka thehrao numayan tha,Positive
 Financial times ne unhein woman of the 2013 qarar diya,Positive
 In ke bad aane wali kitab mein mundarja zel shamil hai,Neutral
 Is ke ilawa in ka zikar bohat se kitabon mein aaya hai,Neutral
 Is ke ilawa Shahid Afridi ne 338 1 day matches mein 23,Neutral
 Is mulaqat se Sonia Gandhi ki zindagi he badal daali. ,Neutral
 Iss kay alawa app nay amali saisat mein bhi hissa liya,Neutral
 Jab ke sab se ziyada halakatein May ke month mein hui.,Neutral
 Jis mein 6 centuries aur 33 half centuries shamil hain,Neutral
 kiu 14 Aug ki thara 5feb banaya jata Pakistan main ?? ,Neutral
 Radio par wo zehni aazmaiysh ke program ke meyzban the,Neutral
 Thakawat naam ki cheese se to who waqif hi nahein they,Positive
 Undino Sri Lanka ki team Pakistan ka doure per aye thi,Neutral
 Unho ne do saal haft roza Lel-o-Nahar ki adarat bhi ki,Neutral
 Ye Sunnat-e-Hussain ( RA) hai jo hum pori kar rahe hai,Positive
.uncle rafiq or uncel altaf ka Bhatt bhtt shukriiyaa..Ç,Neutral
1958 mein in ka album Jerry Lewis Just Sing release hua,Neutral
1998 mein film Nikkah se apne career ka aaghaz kiya tha,Neutral
20 saal li umar mein wo manshiyat ki adi ho chuki thein,Negative
2009 mein in ki aamdani 1 crore 90 lac British pond thi,Neutral
2015 se he nawaz shareef ki zalalat hona start hui thi ,Neutral
4 din ata hai Larkian nachwata hai ghar chala jata hai ,Negative
805 Zakhmi Allah Sab Hujjaj Ki Maghfirat Farmaye Ameen ,Negative
Aap ka inteqal 25 August 2008 ke roz Islamabad mein hua,Negative
Aap ne aesa nai kiajb abhi men ne aap ki frok pehni!!! ,Neutral
Admission ki akhiri tarikh 18th Sep Aj he rabta kijiye ,Neutral
agha wraz main bread khowaraly wi nu tola wraz ogay wam,Neutral
Ahle Khana Ne PS Shara e Faisal Me Report Jama Kara Di ,Negative
Allah pak Hazrat ka saya hum par taa der qayim. Farmaye,Positive
"ALLAH walo lekh saktay hain jinkay pass pehlay b haii,,",Positive
Altaf Hussain kay  walid India mein station master thay,Positive
Ap ko kese pta khabees kn or achi kn i dnt agree with u,Negative
Ap tu bus kisi ko kahta dekh ly mout nazar ati ha ap ko,Neutral
apny andar se Ghuroor ki aadat ko mitta dena chahty ho ,Positive
Astaffirullah in jese logo pr Allah ka azab kun nai ata,Negative
Aur taqreban char hazar lashon ko kafan de chuki hain. ,Neutral
Ay Allah hamin bi tasbeeh khane ki barkate naseeb farma,Positive
Bas yaar tum dono k saath reh k mein bhi aisi hogae hu ,Negative
bike pai swari itni aham nahi ka page pai upload karai.,Negative
Bilkul sahi aese morning show ka bnd ho jana hi bhtr he,Positive
Buhat kamal ki product hai or flavour tou Allaaaaa hai.,Positive
Chal soja ab ja kr  aj k din itni chawalian kaafi hain ,Negative
Commissioner Khi Se Notice Le Kr Spray Kerne Ki Appeal ,Neutral
Dekh bc ye Meri story bss isi lye iss Eid Socha rehn dy,Positive
Eid Mubarak Sir Hakeem Tariq Sb aur sub abqari team ko.,Positive
Episode ni lgi kia aj??abi tk YouTube py ni upload hue ,Neutral
even is bande ne apna collar button band kia hai. LAWL.,Negative
Express awesome PicBotter  Huma Khan-=[ Onlybot_Top ]=-,Neutral
Firing amp PurTashadud Waqiat Me 85 Afrad Jan Se Gaye  ,Negative
FIRST CAR BOMB BLAST New Yorks Wall Strreet Me Hua Tha ,Negative
Had h ab itni b nae guzari eid even kam tu blkl ni kiye,Negative
Haha ok ok.. But tm apni degrees mje do m jala don haha,Negative
Hahah han dekhi mene.aunty ko ghussa arha hai bht ziada,Negative
HAHAHA queen is on fireeMegan ko password b nai de rhi ,Negative
Hahahahaha bht hi kameeny ho ap wesay brdasht ni hua na,Negative
Hahahahahahaa chachu esa b hona tha kbhi socha nae tha ,Neutral
Hahahahahhaha aur hum ne ju parha wo bhi sath chor gaya,Negative
Hakeem sahab ap dua krwa de meri behno ki shadi ho jaye,Positive
hath me daikhny me itna acha nahi lagta jitna pic me he,Negative
hatho mai 9 9 churian or dulhay ka sehra suhana lgta h ,Negative
Hazrat ed me namaz mastoorat nay parhnay Jana sahe hay?,Positive
Hm ub judge kiya kren gy kl bht Bura hoa still today í†,Negative
Hum ne istafsar kiya ke aaya Imran aik ache Baap hain ?,Neutral
Huma khursheed wese hum main sb se ziada shareef kon hy,Neutral
Humma khuda k my is Ibrar kuty k sath my ago ya knjr hy,Negative
Hun katta nii oontt khulyy gajalal Ahmad khan ghert mnd,Neutral
I just order this makeup kit and ye toota wa nikla ????,Negative
Ibtedai chand saal us ne mayosi aur tariki mein guzare.,Negative
Imran Khan ki b najaiz olad hai AP bhol rahy hai afsoos,Negative
Inshaf do inshaf do meri bachi ka inshaf ly ky do bhai ,Negative
iss budhii sy bnda puchay kitnii jamatain pass hay yeh?,Negative
Iss tarah ye Roshan ke liye aik bahot bari kamyabi thai,Positive
iss waqt Hashim ki umer 50 saal ke qareeb ho chuki thi ,Neutral
Itna gusa kyun jeet to gaye ab  abi b maza nai aya kia?,Positive
Itna wah'hyaat insan nh hona pak mai jitna yh sahir h..,Negative
Its early for shaheen he must b replace with wahab riaz,Neutral
January 1991 mein Supreme Court ke Judge bana deye gaye,Neutral
Jee. Matric main kiya grade 9 main Sindhi sikhate hain?,Neutral
Jin logon ne bhi is yahoodi actress ki films dekhi hain,Neutral
Jo ayat hazat younas(a.s) ne machli k pait ma parhi thi,Neutral
Johar Blk 12 Me Flat Me Aag Lag Gaye Fire Briged Talab ,Negative
Jurm ye bhi tha ke unho ne awam ke masaiyl hal kiye hai,Negative
kash aisa ho jaay ek maghfirat h hy jis me hm marty hen,Positive
Kash arsal jia mein se koi to ese ek mar hi deta thapar,Negative
Kia soch rahy hain ap bikul apny baba ki tarha hain ap!,Positive
Kuch aur log mere khandaan mein Bhatti mein rehte hain.,Neutral
Lahore ma kis markit ma sale ho raha h or size kiya han,Neutral
Lala all the pakistani nation with u pak army zindabad.,Positive
lanat hy Pakistan par hokoomat karny waly hukamrano par,Negative
Lo g paa g Nawaz shreef tu bad bilawal v usi line pe ha,Negative
log apni akal ka km istemal krty ur jazbati ho jty hain,Negative
Magar Insan Kee Zaat Sirf Usay Ouchalna Hee Janta Hain ,Negative
mamu bhi muhn main khunganian daal kay baith gaya hey. ,Negative
Maripur K Elaqay Me Makan Se 1 Khatoon Ki Lash Baramad ,Negative
Matlab ab cinema mai ceetiyaan na marein to kya karen? ,Negative
Me boohat kamzor hu meri sehat ksy thk ho gi me kya kro,Negative
"Medya waly zinda bad ya allah afiya sadiki ko azid kar,",Positive
Ya Allah eman Kay sat sayhat or afiyat ata farma Aameen,Positive
Ya Allah hmari peshanion ko sajdon se mehroom na frmana,Positive
Ya Allah mery Murshid pak ki naslon ko abad o shad frma,Positive
Ye chotu ka motu se zyda acha role hota hamesha esa q? ,Positive
ye muqtada to nehayat he chawal kisam ka insan lgta hje,Negative
Yeh kahani inho ne sirf 20 ghanton mein mukammal kit hi,Positive
Yeh tou hai mard apni biwi ki kismat say hi kamaata hai,Positive
You know naah meh nhi larai Krti you  tum hi rakh lo ..,Neutral
Zainab Panjwani Hosp Ki File Rikshaw Me Bhool Gai Hein ,Negative
Zia Mohyeddin 20 June 1933 ko Faisalabad mein paida hue,Neutral
ziddi or bttameez bacho k lye koi wazifa btadyn plzzzzz,Neutral
  super star javed Miandad ki qayadat se khush nahi thay,Negative
 1921 mein aap ne Scotch Mission School mein dakhla liya,Neutral
 Aap ke walid ka naam Majeed Minhas tha jo thekeydar the,Neutral
 Aik maghrabi mohqiq Brooklyn ka yeh bhi yehi khayal hai,Neutral
 Baad mein Mission High School Peshawar mein dakhil huye,Neutral
 Bacha Khan ko Foji officer ki wardi pehenne ka shuq tha,Positive
 Commercial cinema par main kabhi itna maqbool nahi raha,Neutral
 Farooq Sheikh ne Shabana Aazmi ke sath bhi kae films ki,Positive
 Inho ne university ko hazaron rupey ke attiyat diye the,Positive
 Isi doran Lalak Jan bharti fojiyon ki nazar mein aagaye,Negative
 Iss doraan inhun nay 10 mah ki qeaid-e-tanhaye bhe kati,Negative
 Iss mein agwa aur aqdam-e-qatal kay ilzamat shamil thay,Negative
 Jab ke dosri begum se 1 sahabzadi aur 2 twins bete hain,Neutral
 Magar Deepti Navil ke sath in ki jorhi boat maqbool hui,Positive
 Pir Pagara ki ibtedai zindagi mushkil halaat mein guzri,Negative
 Pir sahib pagara Pakistan Muslim league ke sarbarah the,Neutral
 Saghar Siddiqui hafat roza Tasveerù ke auditor bhi rahe,Neutral
 Wajah ye batai ke unho ne ghareebon ko naukriyan di hai,Positive
 Walid inhe mathematician ya scientist banana chahte the,Positive
03004328290 y mera num h jb dil kry lgany k call kr dena,Neutral
11th mein jo hua tha? Kisi camp activity ka part tha na?,Neutral
1942 mein dosri bar federation ke saddar muntakhib howae,Neutral
1994 mein wo senate Peters Burg ke deputy mayor ban gae.,Positive
5 Billion Dollor se zaid akhrajat ka takhmina lagaya hai,Negative
¬†Ooooo yaar ye hy Nala Part 2 hahahahahahahahahahahahah,Neutral
Aaj juma ka din hai admin khuda ka khouf karo kam chorro,Negative
Aap log jehangir tareen ko ATM boltay thay  Hun Aram ay?,Negative
ab jitty ga b tou daandali r corruption sy hi jitty ga. ,Negative
Ab say hoga saaf.LQ ka staffkya management kar rahee hai,Neutral
ab tou mujhe bhi shaadi karni hai i will vote imran bhai,Positive
Abh to yehi kahogyÇ gawah mojood hain kaho to tag karunÇ,Neutral
Agr houta to abhi tk phaat chuka houta ab post dlt krdo ,Negative
Ahmed Ashraf sir sb ya hi bol rhy hqi paper ko dekhe kr ,Neutral
Aj k Episode ne kmaal kr dya #Kinza missing kaha gye aj?,Positive
Allah apko sehath o hafiath k sath rehai dilaway Ammeen ,Positive
Allah hadayat dey hamey aur hamerey leader sabihan ko be,Positive
Allah pak aap ko daraz umar aata kry sihat o afiyat wali,Positive
Allah pak ap ko lambi aur barkat wali zindgi atta farmay,Positive
Allah pak hazrat ko lmbi sehat o tandrusti wali zndgi dy,Positive
"Allah sb ko asi nagehaani afat se mhfooz rkhe, ameeeen!ì",Positive
ar chess cake uski buht craving hoti aftr pizza and coke,Neutral
Attaria Qadria hahaha lol tumey comments pey jahil qadri,Negative
Aunti add hi ni warna me unki shaan me qaseeday likhta ≠,Positive
Aur apki shop kahan hai delvry jhan bh hoga 3 din k andr,Negative
Aur Wo Kisi Dagha Baaz Naa Shukray Ko Pasand Nahi Karta ,Negative
Australia Me Shawal ka Chand Nazar Aa Gaya Kal Eid Hogi ,Positive
Begum Liaquat ne un ki parwarish nihayat zimedari se ki.,Positive
"Bhabi theek thaak hai na, mujhe yaad to nahiin karti na?",Positive
Bhai jin Seats by By-Elections hongy idr ajaye ga dubara,Neutral
black and white filmon ka yeh sahe tha sb bc gooray thy ,Negative
Bollywood par guzishta kai dehaiyon se Khanon ka raj hai,Neutral
Chhhannn Se jo tootay koi sapnaaJagg soonaa soonaa lagay,Negative
Chunacha wo use Boston Perkins Institute tuition le gai.,Neutral
Daikty kyo ho itna maro keh inki sary nasly yad raky gee,Negative
Depp ke walid ki muaashi hesiyat ziyada mustehkim na thi,Negative
Emma Watson khud ko romance mein bad qismat samajhti hai,Negative
Es shampoo say bal sarah dil naram rhte ha. Thanks daraz,Positive
Express Nice picBotter  Arshid Nizame-=[ Onlybot_Top ]=-,Neutral
Farooq sahb zara hosh karo afia Afghanistan say gai hay.,Negative
Gujranwala Me PMLN Karkuno Ne PTI karkun ki Tang Torr Di,Negative
Hahaha aunty ne level krdia peche wale log bht hrami thy,Negative
Hahaha no doubt..apko ghaleez ideas mai e tou dyti thi Ç,Negative
Hahaha relate nah Sissy..li match exactly to the songlol,Neutral
hahahah    yh isi trha larty haina is p deikhlo         ,Negative
Hahahhahahajahhah roti kyun h larkitu te wese hi esi hai,Negative
Hakeem sahab bayat akhiri ramzan ma kis time online hoga,Neutral
Han na tm dono jese namoone mere maa baap bname k lie Åç,Neutral
han yr ja tu chali jaa krle acting bnja sherry ki heroin,Negative
Hn yr dhundun puri friend list main R wala bnda nhi haii,Neutral
In ki nae film Big Fish abhi takmeel ke marahil mein hai,Neutral
Inhe cricket ki duniya mein The Prince bhi kaha jata hai,Positive
Is silsile ko bari baqaidgi se main ne 1971 tak chalaya.,Neutral
Ishaq Dar K Aiwan Me Aane Tk Mamla Muakhar Kr Diya Gaya ,Negative
Isko please coca cola pila dein warna yeh barhti jaye gi,Neutral
"Islam k motaaliq koi swalnama ny, ye sb farangi nizam hy",Neutral
Jab parhte parhte thak jate to ehbab se parhwa kar sunte,Positive
Jab yeh pocha gaya ke aap NWFP mein kya kar raahi hain ?,Neutral
Jail Road Pr Firing Se 1 Shaks Janbahaq Rpt M Ali Jokhio,Negative
Jewelry ke hawale se baat karte hue Reham Khan ne bataya,Neutral
Jis na pyar kiya us ka pass sakoon ni. Baki ka pass hay.,Positive
Jo thoray bohat grades milty hain wo bhi reh jain gy .. ,Negative
Kese poore mulk ko loota jata ha. Sharam kro minhas bhai,Negative
ki zarurat nahi q k usko to judge krna ata nahi logo koÇ,Negative
kia shafay ko na batanay say shafay theek ho jaey ga??? ,Neutral
Ko Subah 8 Bajay Se 24 24 Ghanton Ke Liye Band Rahein Ge,Neutral
Korangi Mehran Town Me Firing 2 Afrad Janbahaq 3 Zakhmi ,Negative
Kyun ke humare masher mein mardon ki bala dasti qaim hai,Negative
Lanat aisea support per jis ka leader esie gustahi karay,Negative
Liyari Agrataj Se 1 Shaks Ki Tashadud Zada Lash Baramad ,Negative
Lol navaaan song labbeyaa main exams ton baad gaavaange ,Positive
Ma sha allah ustaad e mukhtam allah apko lambi umaar day,Neutral
Ma'am wo thek se smjh nhi aya k is part me kiya krna tha,Negative
Magharbi Wasti Riyasaton Main Barf Bari Ka Silsala Jari ,Positive
Main to us ko bta ra ke ho skta yiu just have to believe,Positive
Mari bati ur un ky ghar walon kyliay dua ki darkhwast ha,Positive
Masha allah Ramzan me to or b norani chera dekh rha hai.,Positive
Mashallah .allah pak hmry quaid ko sada slamt raky.ameen,Positive
matlab 700 tasbih ban jae gi ya only 70 dafa parhani hai,Neutral
